scopus,doi,title,type,year,source,page,volume,reader_count,link,given-name,sur_name,citedby_count,h_index,doc_total,citedby_doc,coauthors_total
2-s2.0-24144484608,10.1007/s10479-005-6233-9,Decision analysis and real options: A discrete time approach to real option valuation,journal,2005,Annals of Operations Research,21-39,135,12,http://www.mendeley.com/research/decision-analysis-real-options-discrete-time-approach-real-option-valuation-8,Luiz E.,Brandão,36,7,28,227,29
2-s2.0-52349118369,10.1093/imaman/dpm018,Differentiated service delivery in cooperative IP-based broadcast and mobile telecommunications networks,journal,2007,IMA Journal of Management Mathematics,245-267,18,2,http://www.mendeley.com/research/differentiated-service-delivery-cooperative-ipbased-broadcast-mobile-telecommunications-networks,Angelo,Centonza,3,4,8,52,25
2-s2.0-84877945025,10.1287/ijoc.1120.0504,Rapid screening procedures for zero-one optimization via simulation,journal,2013,INFORMS Journal on Computing,317-331,25,1,http://www.mendeley.com/research/rapid-screening-procedures-zeroone-optimization-via-simulation,Shing Chih,Tsai,4,5,14,43,11
2-s2.0-79952687512,10.1080/00207541003801267,The use of a multiple attribute decision-making method and value stream mapping in solving the pacemaker location problem,journal,2011,International Journal of Production Research,2793-2817,49,37,http://www.mendeley.com/research/multiple-attribute-decisionmaking-method-value-stream-mapping-solving-pacemaker-location-problem,Taho,Yang,29,26,93,1924,95
2-s2.0-18944363113,10.1287/orsc.1050.0116,Speed and Search: Designing Organizations for Turbulence and Complexity,journal,2005,Organization Science,101-122,16,394,http://www.mendeley.com/research/speed-search-designing-organizations-turbulence-complexity,Nicolaj,Siggelkow,256,18,27,2790,17
2-s2.0-84902011382,10.1377/hlthaff.2013.1159,The care span: Medicare home health payment reform may Jeopardize access for clinically complex and socially vulnerable patients,journal,2014,Health Affairs,946-956,33,29,http://www.mendeley.com/research/care-span-medicare-home-health-payment-reform-jeopardize-access-clinically-complex-socially-vulnerab,Robert J.,Rosati,8,9,32,181,74
2-s2.0-84869159585,10.2105/AJPH.2012.301086,The fate of historical death certificates: The silent burning of another library of alexandria,generic,2012,American Journal of Public Health,,102,3,http://www.mendeley.com/research/fate-historical-death-certificates-silent-burning-another-library-alexandria,Wladimir J.,Alonso,3,21,51,1328,148
2-s2.0-84866281970,10.1377/hlthaff.2012.0197,PEPFAR programs linked to more deliveries in health facilities by African women who are not infected with HIV,journal,2012,Health Affairs,1478-1488,31,53,http://www.mendeley.com/research/pepfar-programs-linked-more-deliveries-health-facilities-african-women-not-infected-hiv,Margaret E.,Kruk,19,32,118,2502,150
2-s2.0-77956498001,10.1080/09640568.2010.490052,A GIS-based technique for linking landscape characteristics to non-point source nitrogen export potential: Implications for contributing areas management,journal,2010,Journal of Environmental Planning and Management,863-882,53,11,http://www.mendeley.com/research/gisbased-technique-linking-landscape-characteristics-nonpoint-source-nitrogen-export-potential-impli,Diana,Mitsova,2,6,13,167,31
2-s2.0-84926132025,10.1080/0144929X.2014.914976,CRUDi framework proposal: Financial industry application,generic,2014,Behaviour and Information Technology,1093-1110,33,23,http://www.mendeley.com/research/crudi-framework-proposal-financial-industry-application,Jorge,Pereira,10,5,18,59,19
2-s2.0-33750029107,10.1111/j.1468-0394.2006.00412.x,A fuzzy aggregation approach to group decision-making based on centroid measurement,conference_proceedings,2006,Expert Systems,313-321,23,4,http://www.mendeley.com/research/fuzzy-aggregation-approach-group-decisionmaking-based-centroid-measurement,Kanliang,Wang,2,18,87,839,101
2-s2.0-84957087677,10.1080/07421222.2014.1001282,Are you feeling lonely? the impact of relationship characteristics and online social network features on loneliness,journal,2015,Journal of Management Information Systems,278-310,31,106,http://www.mendeley.com/research/feeling-lonely-impact-relationship-characteristics-online-social-network-features-loneliness-1,Sabine,Matook,16,8,29,227,27
2-s2.0-84887435575,10.1145/2522968.2522971,Organizational social structures for software engineering,journal,2013,ACM Computing Surveys,Jan-35,46,42,http://www.mendeley.com/research/organizational-social-structures-software-engineering-6,Damian A.,Tamburri,31,7,43,187,71
2-s2.0-57149111666,10.1007/s10660-008-9022-0,An integrative approach to assess qualitative and quantitative consumer feedback,journal,2008,Electronic Commerce Research,217-234,8,37,http://www.mendeley.com/research/integrative-approach-assess-qualitative-quantitative-consumer-feedback,John,Gerdes Jr.,24,12,24,422,20
2-s2.0-84902288534,10.1287/mnsc.2014.1930,Simultaneously Discovering and Quantifying Risk Types from Textual Risk Disclosures,journal,2014,Management Science,1371-1391,60,126,http://www.mendeley.com/research/simultaneously-discovering-quantifying-risk-types-textual-risk-disclosures,Yang,Bao,31,6,10,143,8
2-s2.0-48949116318,10.1080/00343400801922814,On the role played by temporary geographical proximity in knowledge transmission,journal,2008,Regional Studies,869-889,42,151,http://www.mendeley.com/research/role-played-temporary-geographical-proximity-knowledge-transmission,André,Torre,264,14,51,1158,54
2-s2.0-84945951987,10.1287/isre.2015.0583,Recommendations using information from multiple association rules: A probabilistic approach,journal,2015,Information Systems Research,532-551,26,25,http://www.mendeley.com/research/recommendations-using-information-multiple-association-rules-probabilistic-approach-3,Abhijeet,Ghoshal,1,2,11,8,13
2-s2.0-77955474727,10.1287/ijoc.1090.0353,Adaptive auction mechanism design and the incorporation of prior knowledge,journal,2010,INFORMS Journal on Computing,353-370,22,26,http://www.mendeley.com/research/adaptive-auction-mechanism-design-incorporation-prior-knowledge,David,Pardoe,9,9,19,206,16
2-s2.0-33745879483,10.1145/1125944.1125978,Designing a new foundation for design,book,2006,Communications of the ACM,71 - 77,49,36,http://www.mendeley.com/research/designing-new-foundation-design-1,Terry,Winograd,24,36,94,5048,126
2-s2.0-68149125074,10.1080/15332860802067706,Factors influencing trust in online consumer-to-consumer (C2C) transactions,journal,2008,Journal of Internet Commerce,203-219,7,32,http://www.mendeley.com/research/factors-influencing-trust-online-consumertoconsumer-c2c-transactions,Janejira,Sutanonpaiboon,8,5,9,103,12
2-s2.0-33947662390,10.1007/s11187-006-9037-7,The discovery of opportunities: Extending the economic theory of the entrepreneur,journal,2007,Small Business Economics,285-300,28,207,http://www.mendeley.com/research/discovery-opportunities-extending-economic-theory-entrepreneur,Mark,Casson,80,23,106,2076,34
2-s2.0-84863217964,10.1007/s10479-011-1016-y,Resource allocation for performance improvement,journal,2012,Annals of Operations Research,459-468,196,5,http://www.mendeley.com/research/resource-allocation-performance-improvement-3,Nasim,Nasrabadi,8,4,6,24,7
2-s2.0-78751648737,10.1007/s10207-010-0116-z,Identity-based cryptography for grid security,journal,2011,International Journal of Information Security,15-32,10,43,http://www.mendeley.com/research/identitybased-cryptography-grid-security,Hoon Wei,Lim,11,10,33,237,34
2-s2.0-79959944364,10.1145/1953122.1953142,Does deterrence work in reducing information security policy abuse by employees?,journal,2011,Communications of the ACM,54,54,188,http://www.mendeley.com/research/deterrence-work-reducing-information-security-policy-abuse-employees,Qing,Hu,105,21,77,2759,63
2-s2.0-25844473207,10.1287/isre.1050.0058,Web personalization as a persuasion strategy: An elaboration likelihood model perspective,generic,2005,Information Systems Research,271-291,16,240,http://www.mendeley.com/research/web-personalization-persuasion-strategy-elaboration-likelihood-model-perspective-4,Kar Yan,Tam,241,33,88,5638,64
2-s2.0-27844503473,10.1080/0020754042000270368,Joint replenishment problem under continuous unit cost change,journal,2005,International Journal of Production Research,311-326,43,12,http://www.mendeley.com/research/joint-replenishment-problem-under-continuous-unit-cost-change,M.,Khouja,21,29,91,2419,57
2-s2.0-53349107314,10.1145/1400181.1400198,The topology of dark networks,journal,2008,Communications of the ACM,58,51,93,http://www.mendeley.com/research/topology-dark-networks,Jennifer,Xu,78,16,57,1027,58
2-s2.0-84939871775,10.1007/s10100-014-0355-6,It’s about how the task is set: the inclusion–exclusion effect and accountability in preprocessing management information,journal,2015,Central European Journal of Operations Research,313-344,23,7,http://www.mendeley.com/research/about-task-set-inclusionexclusion-effect-accountability-preprocessing-management-information,Alexandra,Rausch,2,2,12,15,10
2-s2.0-84884354111,10.1080/17517575.2012.763189,An analytical approach to customer requirement information processing,journal,2013,Enterprise Information Systems,543-557,7,9,http://www.mendeley.com/research/analytical-approach-customer-requirement-information-processing,Zude,Zhou,16,22,373,1760,150
2-s2.0-33847026155,10.1080/00207540600634949,The value of information sharing in the presence of supply uncertainty and demand volatility,journal,2007,International Journal of Production Research,1429-1447,45,42,http://www.mendeley.com/research/value-information-sharing-presence-supply-uncertainty-demand-volatility,W. K.,Chiang,38,8,13,862,16
2-s2.0-33745203007,10.1145/1107458.1107497,Evaluating personal information management behaviors and tools,journal,2006,Communications of the ACM,84,49,108,http://www.mendeley.com/research/evaluating-personal-information-management-behaviors-tools,Diane,Kelly,24,23,81,1257,150
2-s2.0-80155195722,10.1145/2018396.2018419,Making Information Flow Explicit in HiStar,conference_proceedings,2006,OSDI'06,93,54,159,http://www.mendeley.com/research/making-information-flow-explicit-histar,Nickolai,Zeldovich,13,20,50,1518,73
2-s2.0-84905388742,10.1007/s10257-013-0220-5,Technology as an operant resource in service (eco)systems,journal,2014,Information Systems and e-Business Management,367-384,12,191,http://www.mendeley.com/research/technology-operant-resource-service-ecosystems,Melissa Archpru,Akaka,43,13,20,1243,27
2-s2.0-33745711703,10.1287/ijoc.1040.0094,Optimal Synchronization Policies for Data Warehouses,journal,2006,INFORMS Journal on Computing,229-242,18,8,http://www.mendeley.com/research/optimal-synchronization-policies-data-warehouses,Debabrata,Dey,14,16,48,636,24
2-s2.0-81255209177,10.1080/09613218.2011.617095,Service life prediction models for exterior stone cladding,journal,2011,Building Research and Information,637-653,39,13,http://www.mendeley.com/research/service-life-prediction-models-exterior-stone-cladding,A.,Silva,19,10,53,130,35
2-s2.0-78049307075,10.1080/17517575.2010.519785,Estimating the impact of enterprise resource planning project management decisions on post-implementation maintenance costs: A case study using simulation modelling,journal,2010,Enterprise Information Systems,391-421,4,52,http://www.mendeley.com/research/estimating-impact-enterprise-resource-planning-project-management-decisions-postimplementation-maint-1,Meg,Fryling,20,1,5,20,5
2-s2.0-84884503350,10.1080/0144929X.2013.789080,Cultural differences in online beer marketing: Findings from automated attention analysis,journal,2013,Behaviour and Information Technology,644-654,32,14,http://www.mendeley.com/research/cultural-differences-online-beer-marketing-findings-automated-attention-analysis,Tomáš,Kincl,2,2,16,18,8
2-s2.0-34249672325,10.1002/sres.818,"Getting the big picture in natural resource management-Systems Thinking as 'method' for scientists, policy makers and other stakeholders",conference_proceedings,2007,Systems Research and Behavioral Science,217-232,24,87,http://www.mendeley.com/research/getting-big-picture-natural-resource-managementsystems-thinking-method-scientists-policy-makers-othe-1,O. J H,Bosch,47,18,61,540,62
2-s2.0-84884594519,10.1007/s10207-013-0197-6,A comprehensive study of queue management as a DoS counter-measure,journal,2013,International Journal of Information Security,347-382,12,30,http://www.mendeley.com/research/comprehensive-study-queue-management-dos-countermeasure,Daniel,Boteanu,1,1,3,9,4
2-s2.0-84944450308,10.1377/hlthaff.2015.0252,Price increases were much lower in ambulatory surgery centers than hospital outpatient departments in 2007-12,journal,2015,Health Affairs,1738-1744,34,12,http://www.mendeley.com/research/price-increases-were-much-lower-ambulatory-surgery-centers-hospital-outpatient-departments-200712,Kathleen,Carey,4,16,42,529,28
