,doi,id,title,type,year,authors,source,pages,volume,reader_count
124,10.1377/hlthaff.2012.0197,7ec2b7c3-3b34-34ce-b70a-c8481216af8f,PEPFAR programs linked to more deliveries in health facilities by African women who are not infected with HIV,journal,2012.0,"(Margaret E., Kruk)",Health Affairs,1478-1488,31,53
125,10.1080/09640568.2010.490052,08e4cda2-ef4d-31be-a07d-2751af4e1555,A GIS-based technique for linking landscape characteristics to non-point source nitrogen export potential: Implications for contributing areas management,journal,2010.0,"(Diana, Mitsova)",Journal of Environmental Planning and Management,863-882,53,11
126,10.1080/0144929X.2014.914976,250f54d1-53c2-3108-8f34-286e3b2efc61,CRUDi framework proposal: Financial industry application,generic,2014.0,"(Jorge, Pereira)",Behaviour and Information Technology,1093-1110,33,23
127,10.1145/1924421.1924431,fbc79eab-a505-3e0b-8a1e-0692f208b362,Managing global IT teams,journal,2011.0,"(Fred, Niederman)",Communications of the ACM,24,54,6
128,10.1111/j.1468-0394.2006.00412.x,fb582948-f53a-3f53-a165-389bbf196167,A fuzzy aggregation approach to group decision-making based on centroid measurement,conference_proceedings,2006.0,"(Kanliang, Wang)",Expert Systems,313-321,23,4
129,10.1080/07421222.2014.1001282,5fbfb3ce-4a8d-327c-b8ff-4039c4cfee68,Are you feeling lonely? the impact of relationship characteristics and online social network features on loneliness,journal,2015.0,"(Sabine, Matook)",Journal of Management Information Systems,278-310,31,106
130,10.1145/2522968.2522971,f0bc6db3-4ad3-3069-974a-714bd40cfcf5,Organizational social structures for software engineering,journal,2013.0,"(Damian A., Tamburri)",ACM Computing Surveys,1-35,46,42
131,10.1007/s10660-008-9022-0,c4ea228b-b92a-3b9d-9b3e-2f7b61370eee,An integrative approach to assess qualitative and quantitative consumer feedback,journal,2008.0,"(John, Gerdes)",Electronic Commerce Research,217-234,8,37
132,10.1287/mnsc.2014.1930,b9a02700-61c1-3d48-a811-ba8debd89a4d,Simultaneously Discovering and Quantifying Risk Types from Textual Risk Disclosures,journal,2014.0,"(Yang, Bao)",Management Science,1371-1391,60,126
133,10.1080/00343400801922814,885f7550-7b69-3492-a3e3-9fc5d64b6c6c,On the role played by temporary geographical proximity in knowledge transmission,journal,2008.0,"(André, Torre)",Regional Studies,869-889,42,151
134,10.1287/isre.2015.0583,98b8b5b2-9026-32e0-b41e-4c17ecb33057,Recommendations using information from multiple association rules: A probabilistic approach,journal,2015.0,"(Abhijeet, Ghoshal)",Information Systems Research,532-551,26,25
135,10.1287/ijoc.1090.0353,81060b53-f564-3855-bd33-f96ce538a619,Adaptive auction mechanism design and the incorporation of prior knowledge,journal,2010.0,"(David, Pardoe)",INFORMS Journal on Computing,353-370,22,26
136,10.1145/1125944.1125978,91f2adfe-ad71-3f5e-a3ca-0406c3f6f62e,Designing a new foundation for design,book,2006.0,"(Terry, Winograd)",Communications of the ACM,71 - 77,49,36
137,10.1080/15332860802067706,a8096ccf-b1aa-3443-a61b-4abfb347da8d,Factors influencing trust in online consumer-to-consumer (C2C) transactions,journal,2008.0,"(Janejira, Sutanonpaiboon)",Journal of Internet Commerce,203-219,7,32
138,10.1007/s11187-006-9037-7,e09dcdc7-b986-3144-8dfc-f6fd9a59b804,The discovery of opportunities: Extending the economic theory of the entrepreneur,journal,2007.0,"(Mark, Casson)",Small Business Economics,285-300,28,207
139,10.1007/s10479-011-1016-y,c6dc2400-82ad-3775-8002-5da81d224f69,Resource allocation for performance improvement,journal,2012.0,"(Nasim, Nasrabadi)",Annals of Operations Research,459-468,196,5
140,10.1007/s10207-010-0116-z,589635a0-49b4-37c1-ba13-0357c852fd23,Identity-based cryptography for grid security,journal,2011.0,"(Hoon Wei, Lim)",International Journal of Information Security,15-32,10,43
141,10.1145/1953122.1953142,68e6517a-23b5-361b-902a-851a374453ec,Does deterrence work in reducing information security policy abuse by employees?,journal,2011.0,"(Qing, Hu)",Communications of the ACM,54,54,188
142,10.1287/isre.1050.0058,ba72421d-1732-3dbe-ad21-243bf5e48955,Web personalization as a persuasion strategy: An elaboration likelihood model perspective,generic,2005.0,"(Kar Yan, Tam)",Information Systems Research,271-291,16,240
143,10.1080/0020754042000270368,3fec0f94-dc6b-3ad7-b863-67da28c66dc9,Joint replenishment problem under continuous unit cost change,journal,2005.0,"(M., Khouja)",International Journal of Production Research,311-326,43,12
144,10.1145/1400181.1400198,e9b2d645-11e0-304c-ba67-769b07853814,The topology of dark networks,journal,2008.0,"(Jennifer, Xu)",Communications of the ACM,58,51,93
145,10.1007/s10100-014-0355-6,2d27572b-05d0-3cbe-872d-a86287f09413,It’s about how the task is set: the inclusion–exclusion effect and accountability in preprocessing management information,journal,2015.0,"(Alexandra, Rausch)",Central European Journal of Operations Research,313-344,23,7
146,10.1080/17517575.2012.763189,5519d80e-5d99-3408-b731-4c4f063ade1b,An analytical approach to customer requirement information processing,journal,2013.0,"(Zude, Zhou)",Enterprise Information Systems,543-557,7,9
147,10.5034/inquiryjrnl_49.01.04,ad359b2b-59c1-3a22-8188-5c105302f370,Public and Private Health Insurance Premiums: How Do They Affect the Health Insurance Status of Low-Income Adults? Childless,journal,2012.0,"(Gery P., Guy)","INQUIRY: The Journal of Health Care Organization, Provision, and Financing",52-64,49,1
148,10.1080/00207540600634949,14829822-9ff2-3a1e-b724-5de70cb392fc,The value of information sharing in the presence of supply uncertainty and demand volatility,journal,2007.0,"(W. K., Chiang)",International Journal of Production Research,1429-1447,45,42
149,10.1145/1107458.1107497,a2783c99-f90b-3e7a-b8e3-81ad1910dc3f,Evaluating personal information management behaviors and tools,journal,2006.0,"(Diane, Kelly)",Communications of the ACM,84,49,108
150,10.1145/2018396.2018419,f9ba2ac6-5a7b-36c7-ba34-d6ee710f0391,Making Information Flow Explicit in HiStar,conference_proceedings,2006.0,"(Nickolai, Zeldovich)",OSDI'06,93,54,159
151,10.1007/s10257-013-0220-5,730f7082-0e83-31f0-8ff2-fb048fca68b7,Technology as an operant resource in service (eco)systems,journal,2014.0,"(Melissa Archpru, Akaka)",Information Systems and e-Business Management,367-384,12,191
152,10.1287/ijoc.1040.0094,c03265cd-aeb1-3c44-a1f1-f8b0483de280,Optimal Synchronization Policies for Data Warehouses,journal,2006.0,"(Debabrata, Dey)",INFORMS Journal on Computing,229-242,18,8
153,10.1002/jcaf.21783,96e03efe-8046-3ec7-90d3-9302f98a1d5a,Checklists: Prevent White-Collar Computer Crime,journal,2012.0,"(Jo Ann, McGee)",The Journal of Corporate Accounting & Finance,49 - 52,July/Augus,2
154,10.1377/HLTHAFF.2010.1034,de6b6e35-21d8-337f-aaa9-3ed568a1e009,"A tale of dollars, pediatrics, and late-night calls about infant constipation.",journal,2012.0,"(John, Lantos)",Health affairs (Project Hope),1115-1118,31,8
155,10.1007/s10257-005-0024-3,4412aaf3-60c8-360a-bba0-e9c4dc127dc4,Browser-based applications: Popular but flawed?,journal,2006.0,"(Mark S., Silver)",Information Systems and e-Business Management,361-393,4,6
156,10.1080/09613218.2011.617095,d5260c8c-c234-3533-8261-774486b274fb,Service life prediction models for exterior stone cladding,journal,2011.0,"(A., Silva)",Building Research and Information,637-653,39,13
157,10.1080/17517575.2010.519785,79a4a806-cdb3-3f50-937d-89e0136f2b3e,Estimating the impact of enterprise resource planning project management decisions on post-implementation maintenance costs: A case study using simulation modelling,journal,2010.0,"(Meg, Fryling)",Enterprise Information Systems,391-421,4,52
158,10.1080/0144929X.2013.789080,075fba3c-b59a-325e-a324-7cd3eef34968,Cultural differences in online beer marketing: Findings from automated attention analysis,journal,2013.0,"(Tomáš, Kincl)",Behaviour and Information Technology,644-654,32,14
159,10.1002/sres.818,dd5a4543-6b4b-35a6-ba2c-b716756db7eb,"Getting the big picture in natural resource management-Systems Thinking as 'method' for scientists, policy makers and other stakeholders",conference_proceedings,2007.0,"(O. J H, Bosch)",Systems Research and Behavioral Science,217-232,24,87
160,10.3233/GOV-130356,3cd21771-5ebd-38af-8252-c09be86224fb,Public sector information reuse across Europe: Patterns in policy-making from an organizational perspective,journal,2013.0,"(Henk, Koerten)",Journal of E-Governance,198-211,36,8
161,10.1007/s10207-013-0197-6,c59eca68-8392-3fd7-b4d6-1eb5660ad0e9,A comprehensive study of queue management as a DoS counter-measure,journal,2013.0,"(Daniel, Boteanu)",International Journal of Information Security,347-382,12,30
162,10.1377/hlthaff.2015.0252,89d6cc62-3dc0-3bda-bb11-90a17c9d1316,Price increases were much lower in ambulatory surgery centers than hospital outpatient departments in 2007-12,journal,2015.0,"(Kathleen, Carey)",Health Affairs,1738-1744,34,12
163,10.1089/cyber.2012.0301,2663060b-6464-3914-988c-23cdbdc1401f,Can Facebook Use Induce Well-Being?,journal,2013.0,"(Chia-Yi, Liu)","Cyberpsychology, Behavior, and Social Networking",674-678,16,148
164,10.1016/j.serrev.2011.01.002,163a4717-56bc-3b53-9f24-1f59f18cb3d7,Innovative Interfaces' Electronic Resources Management System: A Survey on the State of Implementation and Usage,journal,2011.0,"(Kate, Silton)",Serials Review,80-86,37,17
165,10.1080/13662716.2015.1049865,e0081dab-3226-32db-9fcc-68325be10dad,Driving factors for service providers to participate in standardization: Insights from the Netherlands,journal,2015.0,"(Paul, Wakke)",Industry and Innovation,299-320,22,17
166,10.1287/isre.1050.0055,b52fa9b5-61f9-38c5-a470-35ff7a28ee50,Collaborating on multiparty information systems development projects: A collective reflection-in-action view,journal,2005.0,"(Natalia, Levina)",Information Systems Research,109-130,16,203
167,10.1287/msom.1070.0174,e9020365-ff75-3575-b399-75215794c7c5,"Load-Based POLCA: An Integrated Material Control System for Multiproduct, Multimachine Job Shops",journal,2008.0,"(Nico, Vandaele)",Manufacturing & Service Operations Management,181-197,10,34
168,10.3722/cadaps.2011.531-544,65b96304-5806-3e0b-97bc-c207431b9c52,Framework for Product Lifecycle Management integration in small and medium enterprises networks,journal,2011.0,"(Julien, le Duigou)",Computer-Aided Design and Applications,531-544,8,18
169,10.1080/10580530802552102,67592027-edb5-3f00-9d35-3566918c8a97,Text analytics: Boon to knowledge management?,generic,2009.0,"(William R., King)",Information Systems Management,87,26,13
170,10.1287/trsc.1110.0378,bc9ee1d2-4fb3-3957-b848-b1b3315c2749,"A Lagrangian Heuristic for Robustness, with an Application to Train Timetabling",journal,2012.0,"(Valentina, Cacchiani)",Transportation Science,124-133,46,32
171,10.1002/sres.2294,6ddececa-8b91-3c74-bd4e-c84b7956af3e,A quantifiable risky decision model: Incorporating individual memory into informational cascade,journal,2014.0,"(Fei, Wang)",Systems Research and Behavioral Science,537-553,31,14
172,10.1300/J179v06n01_05,f6877405-0eb1-3632-8e82-9a5a57b144cb,A New Kind of Marketing: Creating Micro-Niches Using Resonance Marketing,journal,2008.0,"(Hershey, Friedman)",Journal of Internet Commerce,83-99,6,11
173,10.1007/s10551-010-0686-8,41bdce1f-cd1e-3e9d-88c7-6752aae008e7,"Different Talks with Different Folks: A Comparative Survey of Stakeholder Dialog in Germany, Italy, and the U.S",journal,2011.0,"(André, Habisch)",Journal of Business Ethics,381-404,100,66
174,10.2105/AJPH.2011.300460,513ab7bd-0d34-3ba3-a2d1-160ee5c42dda,Implementing rapid HIV testing with or without risk-reduction counseling in drug treatment centers: Results of a randomized trial,journal,2012.0,"(Lisa R., Metsch)",American Journal of Public Health,1160-1167,102,26
175,10.1377/hlthaff.2010.1295,6285ca40-b612-3209-b24a-0d73b673827b,Patient-reported measures of psychosocial issues and health behavior should be added to electronic health records,journal,2012.0,"(Russell E., Glasgow)",Health Affairs,497-504,31,26
176,10.2979/eservicej.7.2.2,a457ffab-d115-3651-bef7-0ebfc50fae10,Rewarding Participation in Service Value Networks.,journal,2011.0,"(Tobias, Conte)",e-Service Journal,2-27,7,8
177,10.1017/S002210901200049X,79b946f9-a910-3ba6-bad0-ad16175b31c4,Information content of earnings announcements: Evidence from after-hours trading,journal,2012.0,"(Christine X., Jiang)",Journal of Financial and Quantitative Analysis,1303-1330,47,31
178,10.1111/j.1468-5957.2006.00596.x,572ce74c-3c0f-32d1-83d4-61956fb94130,An international analysis of historical and forecast earnings in accounting-based valuation models,journal,2006.0,"(R. A.N., Barniv)",Journal of Business Finance and Accounting,1087-1109,33,32
179,10.1007/s10551-007-9522-1,3a6fbbf8-c6ec-319b-b4db-01266cfd871d,The driver of green innovation and green image - Green core competence,journal,2008.0,"(Yu Shan, Chen)",Journal of Business Ethics,531-543,81,290
180,10.1080/00207543.2011.639396,99277d59-2198-357e-aa7c-335d7fbec769,A four-phase AHP-QFD approach for supplier assessment: A sustainability perspective,journal,2012.0,"(Jing, Dai)",International Journal of Production Research,5474-5490,50,97
181,10.1002/asi.21126,212f7fdf-611a-3f17-82f3-3009295ac412,A decision support system for public research organizations participating in national research assessment exercises,journal,2009.0,"(Giovanni, Abramo)",Journal of the American Society for Information Science and Technology,2095-2106,60,9
182,10.1080/0144929X.2012.681067,1a7797be-ec9a-3cb1-a5c9-0d64f8dd1673,The impact of self-efficacy and perceived system efficacy on effectiveness of virtual training systems,journal,2014.0,"(Dawei, Jia)",Behaviour and Information Technology,16-35,33,4
183,10.1007/s10479-007-0168-2,bc28b2a2-793e-3f93-9211-0d30d6581587,Eleven surveys in Operations Research,journal,2007.0,"(Denis, Bouyssou)",Annals of Operations Research,3-7,153,5
184,10.1093/imaman/dpn002,b1afd9ef-dfb6-3209-9213-4a04f95bb6a4,Using imperfect advance demand information in forecasting,conference_proceedings,2008.0,"(Tarkan, Tan)",IMA Journal of Management Mathematics,163-173,19,12
185,10.1002/asi.20505,17a5c9a1-f569-3231-9d98-0ba6378d79e7,Knowledge map of information science,journal,2007.0,"(Chaim, Zins)",Journal of the American Society for Information Science and Technology,526-535,58,43
186,10.1177/0972262914540227,39193e09-fedc-375a-933a-20e6edeb2ba5,Human Resource Accounting Disclosure Practices in Indian Companies,journal,2014.0,"(Surinder, Kaur)",Vision: The Journal of Business Perspective,217-235,18,5
187,10.1111/j.1540-5915.2010.00268.x,4506637b-671f-3902-8c36-67d5ef923e9d,"Capability, quality, and performance of offshore is vendors: A theoretical framework and empirical investigation",journal,2010.0,"(Prashant C., Palvia)",Decision Sciences,231-270,41,69
188,10.1080/01972240903562712,d82366bf-611f-3ed1-9f20-a18a40f5badf,"Gis, ethnography, and cultural research: Putting maps back into ethnographic mapping",journal,2010.0,"(Chris, Brennan-Horley)",Information Society,92-103,26,91
189,10.1002/dir.20065,9e6ac580-1bba-36d2-a45e-de5f1d7d5197,Dynamic e-targeting using learning spatial choice models,journal,2006.0,"(Wolfgang, Jank)",Journal of Interactive Marketing,30-42,20,37
190,10.1080/10580530601038097,033aff64-172f-34a1-9553-23677cc97a7c,Technology solutions for improving accuracy and availability of healthcare records,journal,2007.0,"(Robin S., Poston)",Information Systems Management,59-71,24,22
191,10.1111/1460-6984.12171,80a58fd7-39bd-35e9-a525-c2058b122c15,The state of the art in non-pharmacological interventions for developmental stuttering. Part 1: A systematic review of effectiveness,generic,2015.0,"(Susan, Baxter)",International Journal of Language and Communication Disorders,676-718,50,55
